Epoch, Winner, WinnerStrategy, Player, Opponent, playerStrategy, opponentStrategy, randomAmount, greedyAmount, heuristicsAmount, shortestChainAmount, doubleDealingAmount
0, Sammy, shortestChain, Sammy, Elvera, shortestChain, greedy, 8, 15, 24, 28, 25
0, None, None, Andres, Desmond, doubleDealing, heuristic, 8, 14, 24, 29, 25
0, Emelina, shortestChain, Emelina, Madusa, shortestChain, doubleDealing, 8, 14, 24, 29, 25
0, Thurman, greedy, Thurman, Audria, greedy, greedy, 8, 14, 24, 30, 24
0, Cupid, shortestChain, Cupid, Courtney, shortestChain, doubleDealing, 8, 14, 24, 30, 24
0, None, None, Guadalupe, Earl, greedy, heuristic, 8, 14, 24, 31, 23
0, Lino, heuristic, Lino, Hunter, heuristic, shortestChain, 8, 14, 24, 31, 23
0, None, None, David, Leticia, shortestChain, doubleDealing, 8, 14, 25, 30, 23
0, Artie, greedy, Artie, Mitzie, greedy, random, 8, 14, 25, 30, 23
0, None, None, Ellyn, Jerica, random, heuristic, 7, 15, 25, 30, 23
1, Lino, heuristic, Maura, Lino, greedy, heuristic, 7, 15, 25, 30, 23
1, None, None, Darlene, Eugene, doubleDealing, shortestChain, 7, 14, 26, 30, 23
1, Andy, doubleDealing, Andy, Shameka, doubleDealing, doubleDealing, 7, 14, 26, 30, 23
1, Courtney, shortestChain, Courtney, Orlando, shortestChain, greedy, 7, 14, 26, 30, 23
1, None, None, Cherelle, Andres, doubleDealing, doubleDealing, 7, 13, 26, 31, 23
1, None, None, Lisa, Lorretta, doubleDealing, shortestChain, 7, 13, 26, 31, 23
1, Creola, doubleDealing, Creola, Earl, doubleDealing, heuristic, 7, 13, 26, 31, 23
1, Marta, shortestChain, Marta, Jay, shortestChain, shortestChain, 7, 13, 25, 31, 24
1, Porter, doubleDealing, Porter, Mitzie, doubleDealing, greedy, 7, 13, 25, 31, 24
1, None, None, Joel, Robby, shortestChain, random, 7, 12, 25, 31, 25
1, None, None, Gerry, Elva, shortestChain, shortestChain, 7, 12, 25, 31, 25
1, Thurman, greedy, Thurman, Sachiko, greedy, heuristic, 7, 12, 25, 31, 25
1, Kenyatta, shortestChain, Kenyatta, David, shortestChain, shortestChain, 7, 13, 24, 31, 25
1, None, None, Bobby, Lynn, greedy, heuristic, 7, 13, 24, 31, 25
1, None, None, Jerica, Emelina, heuristic, shortestChain, 7, 13, 24, 31, 25
1, Doloris, shortestChain, Doloris, Chin, shortestChain, shortestChain, 7, 13, 24, 31, 25
1, Dong, doubleDealing, Dong, Ernie, doubleDealing, greedy, 7, 13, 24, 31, 25
1, Milan, shortestChain, Milan, Sonny, shortestChain, heuristic, 7, 12, 24, 31, 26
1, Lashaun, greedy, Lashaun, Ellyn, greedy, random, 7, 12, 23, 32, 26
1, None, None, Galen, Sunny, greedy, doubleDealing, 6, 13, 23, 32, 26
1, None, None, Stacey, Sean, doubleDealing, shortestChain, 6, 13, 23, 32, 26
1, Sharmaine, heuristic, Sharmaine, Yuonne, heuristic, random, 6, 13, 23, 32, 26
1, Kermit, heuristic, Errol, Kermit, random, heuristic, 5, 13, 24, 32, 26
1, Laurence, shortestChain, Lasandra, Laurence, random, shortestChain, 4, 13, 25, 32, 26
1, Raymundo, heuristic, Tinisha, Raymundo, random, heuristic, 3, 13, 25, 33, 26
1, None, None, Audria, Emerson, greedy, shortestChain, 2, 13, 26, 33, 26
1, None, None, Ben, Alonso, doubleDealing, heuristic, 2, 13, 26, 33, 26
1, Rudolph, shortestChain, Rudolph, Mario, shortestChain, shortestChain, 2, 13, 26, 33, 26
1, Leila, heuristic, Leila, Garland, heuristic, doubleDealing, 2, 13, 26, 33, 26
1, Chastity, doubleDealing, Chastity, Franklin, doubleDealing, doubleDealing, 2, 13, 27, 33, 25
1, Chanda, doubleDealing, Chanda, Haley, doubleDealing, doubleDealing, 2, 13, 27, 33, 25
1, None, None, Leticia, Elvera, doubleDealing, shortestChain, 2, 13, 27, 33, 25
1, None, None, Magaly, Jerilyn, shortestChain, heuristic, 2, 13, 27, 33, 25
1, Melissa, heuristic, Melissa, Madusa, heuristic, shortestChain, 2, 13, 27, 33, 25
1, Pat, heuristic, Pat, Cupid, heuristic, shortestChain, 2, 13, 28, 32, 25
1, Delsie, heuristic, Antonietta, Delsie, random, heuristic, 2, 13, 29, 31, 25
1, Jamey, greedy, Jamey, Jewel, greedy, doubleDealing, 1, 13, 30, 31, 25
1, None, None, Damion, Fallon, greedy, shortestChain, 1, 14, 30, 31, 24
1, Janelle, greedy, Magan, Janelle, heuristic, greedy, 1, 14, 30, 31, 24
1, None, None, Alice, Merissa, doubleDealing, heuristic, 1, 15, 29, 31, 24
1, Hunter, heuristic, Hunter, Bill, heuristic, greedy, 1, 15, 29, 31, 24
1, None, None, Sammy, Tyron, shortestChain, doubleDealing, 1, 14, 30, 31, 24
1, None, None, Carson, Merlin, shortestChain, shortestChain, 1, 14, 30, 31, 24
1, Jeremy, shortestChain, Jeremy, Artie, shortestChain, greedy, 1, 14, 30, 31, 24
1, None, None, Kirby, Julian, heuristic, heuristic, 1, 13, 30, 32, 24
1, Chara, shortestChain, Chara, Celestine, shortestChain, shortestChain, 1, 13, 30, 32, 24
1, Coleman, heuristic, Coleman, Susan, heuristic, heuristic, 1, 13, 30, 32, 24
1, None, None, Guadalupe, Alfreda, greedy, heuristic, 1, 13, 30, 32, 24
1, Roselia, doubleDealing, Roselia, Marybelle, doubleDealing, heuristic, 1, 13, 30, 32, 24
1, Desmond, heuristic, Desmond, Maxine, heuristic, doubleDealing, 1, 13, 29, 32, 25
2, Ellyn, greedy, Ellyn, Lorretta, greedy, shortestChain, 1, 13, 30, 32, 24
2, None, None, Tinisha, Lisa, heuristic, doubleDealing, 1, 14, 30, 31, 24
2, Chara, shortestChain, Chara, Pat, shortestChain, heuristic, 1, 14, 30, 31, 24
2, David, shortestChain, David, Delsie, shortestChain, heuristic, 1, 14, 29, 32, 24
2, Magaly, shortestChain, Magaly, Doloris, shortestChain, shortestChain, 1, 14, 28, 33, 24
2, None, None, Courtney, Shameka, shortestChain, doubleDealing, 1, 14, 28, 33, 24
2, Leticia, doubleDealing, Leticia, Damion, doubleDealing, greedy, 1, 14, 28, 33, 24
2, Porter, doubleDealing, Porter, Raymundo, doubleDealing, heuristic, 1, 13, 28, 33, 25
2, Sonny, shortestChain, Thurman, Sonny, greedy, shortestChain, 1, 13, 27, 33, 26
2, Madusa, heuristic, Madusa, Janelle, heuristic, greedy, 1, 12, 27, 34, 26
2, Lino, heuristic, Lino, Melissa, heuristic, heuristic, 1, 11, 28, 34, 26
2, None, None, Merlin, Coleman, shortestChain, heuristic, 1, 11, 28, 34, 26
2, None, None, Emelina, Merissa, shortestChain, heuristic, 1, 11, 28, 34, 26
2, None, None, Cherelle, Sean, doubleDealing, shortestChain, 1, 11, 28, 34, 26
2, None, None, Jewel, Bill, greedy, heuristic, 1, 11, 28, 34, 26
2, Mario, shortestChain, Mario, Ben, shortestChain, doubleDealing, 1, 11, 28, 34, 26
2, None, None, Ernie, Stacey, doubleDealing, doubleDealing, 1, 11, 28, 35, 25
2, Creola, doubleDealing, Haley, Creola, doubleDealing, doubleDealing, 1, 11, 28, 35, 25
2, Sharmaine, heuristic, Audria, Sharmaine, greedy, heuristic, 1, 11, 28, 35, 25
2, Gerry, shortestChain, Gerry, Alice, shortestChain, doubleDealing, 1, 10, 29, 35, 25
2, Chastity, doubleDealing, Chastity, Hunter, doubleDealing, heuristic, 1, 10, 29, 36, 24
2, None, None, Alfreda, Errol, heuristic, heuristic, 1, 10, 28, 36, 25
2, None, None, Cupid, Milan, heuristic, shortestChain, 1, 10, 28, 36, 25
2, Yuonne, heuristic, Andy, Yuonne, doubleDealing, heuristic, 1, 10, 28, 36, 25
2, Marybelle, doubleDealing, Marybelle, Franklin, doubleDealing, doubleDealing, 1, 10, 29, 36, 24
2, Antonietta, heuristic, Guadalupe, Antonietta, greedy, heuristic, 1, 10, 29, 36, 24
2, Lasandra, shortestChain, Lasandra, Darlene, shortestChain, doubleDealing, 1, 9, 30, 36, 24
2, Kirby, heuristic, Kirby, Elva, heuristic, shortestChain, 1, 9, 30, 37, 23
2, Kenyatta, shortestChain, Kenyatta, Andres, shortestChain, doubleDealing, 1, 9, 31, 36, 23
2, None, None, Maxine, Bobby, heuristic, greedy, 1, 9, 31, 37, 22
2, Leila, heuristic, Robby, Leila, random, heuristic, 1, 9, 31, 37, 22
2, Susan, heuristic, Susan, Jeremy, heuristic, shortestChain, 0, 9, 32, 37, 22
2, None, None, Jamey, Desmond, greedy, heuristic, 0, 9, 33, 36, 22
2, Eugene, shortestChain, Eugene, Lashaun, shortestChain, greedy, 0, 9, 33, 36, 22
2, Roselia, doubleDealing, Roselia, Garland, doubleDealing, heuristic, 0, 8, 33, 37, 22
2, Orlando, shortestChain, Maura, Orlando, heuristic, shortestChain, 0, 8, 32, 37, 23
2, Jerilyn, heuristic, Jerilyn, Celestine, heuristic, shortestChain, 0, 8, 31, 38, 23
2, Tyron, doubleDealing, Kermit, Tyron, heuristic, doubleDealing, 0, 8, 32, 37, 23
2, Jay, shortestChain, Jay, Sachiko, shortestChain, greedy, 0, 8, 31, 37, 24
2, None, None, Chanda, Joel, doubleDealing, shortestChain, 0, 7, 31, 38, 24
2, None, None, Magan, Jerica, greedy, heuristic, 0, 7, 31, 38, 24
2, Alonso, heuristic, Alonso, Sunny, heuristic, doubleDealing, 0, 7, 31, 38, 24
2, Emerson, shortestChain, Galen, Emerson, greedy, shortestChain, 0, 7, 32, 38, 23
2, Elvera, shortestChain, Elvera, Mitzie, shortestChain, doubleDealing, 0, 6, 32, 39, 23
2, None, None, Lynn, Chin, heuristic, shortestChain, 0, 6, 32, 40, 22
2, Artie, shortestChain, Artie, Carson, shortestChain, shortestChain, 0, 6, 32, 40, 22
2, None, None, Sammy, Marta, shortestChain, shortestChain, 0, 6, 32, 40, 22
2, Dong, doubleDealing, Dong, Fallon, doubleDealing, shortestChain, 0, 6, 32, 40, 22
2, Rudolph, shortestChain, Rudolph, Laurence, shortestChain, shortestChain, 0, 6, 32, 39, 23
2, Julian, heuristic, Julian, Earl, heuristic, doubleDealing, 0, 6, 32, 39, 23
3, Leticia, doubleDealing, Lino, Leticia, heuristic, doubleDealing, 0, 6, 33, 39, 22
3, Fallon, doubleDealing, Fallon, Tyron, doubleDealing, doubleDealing, 0, 6, 32, 39, 23
3, Desmond, heuristic, Desmond, Raymundo, heuristic, doubleDealing, 0, 6, 32, 39, 23
3, Chanda, doubleDealing, Chanda, Laurence, doubleDealing, shortestChain, 0, 6, 33, 39, 22
3, None, None, Elva, Madusa, heuristic, heuristic, 0, 6, 33, 38, 23
3, None, None, Pat, Celestine, shortestChain, heuristic, 0, 6, 33, 38, 23
3, Galen, shortestChain, Galen, Hunter, shortestChain, doubleDealing, 0, 6, 33, 38, 23
3, Emelina, shortestChain, Emelina, Yuonne, shortestChain, heuristic, 0, 6, 33, 39, 22
3, David, shortestChain, David, Jamey, shortestChain, greedy, 0, 6, 32, 40, 22
3, Milan, shortestChain, Milan, Bill, shortestChain, heuristic, 0, 5, 32, 41, 22
3, Magaly, shortestChain, Magaly, Doloris, shortestChain, shortestChain, 0, 5, 31, 42, 22
3, Emerson, shortestChain, Emerson, Delsie, shortestChain, shortestChain, 0, 5, 31, 42, 22
3, None, None, Joel, Coleman, shortestChain, heuristic, 0, 5, 31, 42, 22
3, Mitzie, shortestChain, Mitzie, Sammy, shortestChain, shortestChain, 0, 5, 31, 42, 22
3, None, None, Eugene, Jewel, shortestChain, greedy, 0, 5, 31, 42, 22
3, Chin, shortestChain, Jerica, Chin, heuristic, shortestChain, 0, 5, 31, 42, 22
3, Ernie, doubleDealing, Ernie, Audria, doubleDealing, heuristic, 0, 5, 30, 43, 22
3, Julian, heuristic, Alice, Julian, shortestChain, heuristic, 0, 5, 29, 43, 23
3, Sunny, heuristic, Sunny, Magan, heuristic, greedy, 0, 5, 30, 42, 23
3, Errol, heuristic, Antonietta, Errol, heuristic, heuristic, 0, 4, 31, 42, 23
3, Robby, heuristic, Robby, Kenyatta, heuristic, shortestChain, 0, 4, 31, 42, 23
3, Andy, heuristic, Andy, Porter, heuristic, doubleDealing, 0, 4, 32, 41, 23
3, Dong, doubleDealing, Dong, Sachiko, doubleDealing, shortestChain, 0, 4, 33, 41, 22
3, Lasandra, shortestChain, Lasandra, Elvera, shortestChain, shortestChain, 0, 4, 33, 40, 23
3, Janelle, heuristic, Janelle, Andres, heuristic, shortestChain, 0, 4, 33, 40, 23
3, Damion, doubleDealing, Damion, Darlene, doubleDealing, shortestChain, 0, 4, 34, 39, 23
3, None, None, Artie, Lynn, shortestChain, heuristic, 0, 4, 34, 38, 24
3, None, None, Thurman, Jay, shortestChain, shortestChain, 0, 4, 34, 38, 24
3, Marybelle, doubleDealing, Marybelle, Chara, doubleDealing, shortestChain, 0, 4, 34, 38, 24
3, Carson, shortestChain, Carson, Sean, shortestChain, shortestChain, 0, 4, 34, 37, 25
3, Creola, doubleDealing, Creola, Stacey, doubleDealing, doubleDealing, 0, 4, 34, 37, 25
3, Courtney, shortestChain, Alfreda, Courtney, heuristic, shortestChain, 0, 4, 34, 37, 25
3, None, None, Sharmaine, Melissa, heuristic, heuristic, 0, 4, 33, 38, 25
3, Guadalupe, heuristic, Guadalupe, Jerilyn, heuristic, heuristic, 0, 4, 33, 38, 25
3, Lashaun, shortestChain, Lashaun, Earl, shortestChain, heuristic, 0, 4, 33, 38, 25
3, Cupid, heuristic, Cupid, Susan, heuristic, heuristic, 0, 4, 32, 39, 25
3, Kermit, doubleDealing, Kermit, Rudolph, doubleDealing, shortestChain, 0, 4, 32, 39, 25
3, Alonso, heuristic, Alonso, Shameka, heuristic, doubleDealing, 0, 4, 32, 38, 26
3, None, None, Maura, Mario, shortestChain, shortestChain, 0, 4, 33, 38, 25
3, Cherelle, doubleDealing, Cherelle, Roselia, doubleDealing, doubleDealing, 0, 4, 33, 38, 25
3, Lisa, doubleDealing, Maxine, Lisa, heuristic, doubleDealing, 0, 4, 33, 38, 25
3, None, None, Bobby, Leila, greedy, heuristic, 0, 4, 32, 38, 26
3, Marta, shortestChain, Marta, Lorretta, shortestChain, greedy, 0, 4, 32, 38, 26
3, Franklin, doubleDealing, Franklin, Ellyn, doubleDealing, greedy, 0, 3, 32, 39, 26
3, Haley, doubleDealing, Jeremy, Haley, heuristic, doubleDealing, 0, 2, 32, 39, 27
3, Tinisha, heuristic, Tinisha, Garland, heuristic, doubleDealing, 0, 2, 31, 39, 28
3, Sonny, shortestChain, Sonny, Gerry, shortestChain, shortestChain, 0, 2, 32, 39, 27
3, None, None, Kirby, Ben, heuristic, shortestChain, 0, 2, 32, 39, 27
3, Merlin, shortestChain, Merlin, Merissa, shortestChain, heuristic, 0, 2, 32, 39, 27
3, Chastity, doubleDealing, Chastity, Orlando, doubleDealing, shortestChain, 0, 2, 31, 40, 27
4, Guadalupe, heuristic, Guadalupe, Sammy, heuristic, shortestChain, 0, 2, 31, 39, 28
4, Ellyn, doubleDealing, Jewel, Ellyn, greedy, doubleDealing, 0, 2, 32, 38, 28
4, Thurman, shortestChain, Thurman, Leila, shortestChain, heuristic, 0, 1, 32, 38, 29
4, None, None, Joel, Jerilyn, shortestChain, heuristic, 0, 1, 31, 39, 29
4, Kirby, heuristic, Kirby, Eugene, heuristic, shortestChain, 0, 1, 31, 39, 29
4, None, None, Creola, Alfreda, doubleDealing, shortestChain, 0, 1, 32, 38, 29
4, None, None, Marybelle, Elvera, doubleDealing, shortestChain, 0, 1, 32, 38, 29
4, None, None, Sean, Coleman, shortestChain, heuristic, 0, 1, 32, 38, 29
4, None, None, Lynn, Jeremy, heuristic, doubleDealing, 0, 1, 32, 38, 29
4, None, None, Desmond, Dong, heuristic, doubleDealing, 0, 1, 32, 38, 29
4, Maura, shortestChain, Maura, Ernie, shortestChain, doubleDealing, 0, 1, 32, 38, 29
4, Andres, heuristic, Andres, Carson, heuristic, shortestChain, 0, 1, 32, 39, 28
4, None, None, Lisa, Orlando, doubleDealing, doubleDealing, 0, 1, 33, 38, 28
4, Magan, heuristic, Magan, Sonny, heuristic, shortestChain, 0, 1, 33, 38, 28
4, Fallon, doubleDealing, Fallon, Merlin, doubleDealing, shortestChain, 0, 1, 34, 37, 28
4, None, None, Maxine, Emerson, doubleDealing, shortestChain, 0, 1, 34, 36, 29
4, Alonso, heuristic, Alonso, Tinisha, heuristic, heuristic, 0, 1, 34, 36, 29
4, Sachiko, doubleDealing, Sachiko, Celestine, doubleDealing, heuristic, 0, 1, 34, 36, 29
4, Marta, shortestChain, Marta, David, shortestChain, shortestChain, 0, 1, 33, 36, 30
4, Garland, heuristic, Garland, Jerica, heuristic, shortestChain, 0, 1, 33, 36, 30
4, Ben, shortestChain, Ben, Courtney, shortestChain, shortestChain, 0, 1, 34, 35, 30
4, None, None, Antonietta, Cupid, heuristic, heuristic, 0, 1, 34, 35, 30
4, Melissa, heuristic, Melissa, Errol, heuristic, heuristic, 0, 1, 34, 35, 30
4, Emelina, shortestChain, Emelina, Jamey, shortestChain, shortestChain, 0, 1, 34, 35, 30
4, Tyron, doubleDealing, Tyron, Earl, doubleDealing, shortestChain, 0, 1, 34, 35, 30
4, Lashaun, shortestChain, Lashaun, Sharmaine, shortestChain, heuristic, 0, 1, 34, 34, 31
4, None, None, Franklin, Raymundo, doubleDealing, heuristic, 0, 1, 33, 35, 31
4, None, None, Janelle, Artie, heuristic, shortestChain, 0, 1, 33, 35, 31
4, Gerry, shortestChain, Gerry, Julian, shortestChain, heuristic, 0, 1, 33, 35, 31
4, Haley, doubleDealing, Haley, Magaly, doubleDealing, shortestChain, 0, 1, 32, 36, 31
4, None, None, Doloris, Damion, shortestChain, doubleDealing, 0, 1, 32, 35, 32
4, None, None, Robby, Kenyatta, heuristic, heuristic, 0, 1, 32, 35, 32
4, None, None, Elva, Jay, heuristic, shortestChain, 0, 1, 32, 35, 32
4, Merissa, shortestChain, Merissa, Lasandra, shortestChain, shortestChain, 0, 1, 32, 35, 32
4, Yuonne, shortestChain, Yuonne, Chin, shortestChain, shortestChain, 0, 1, 32, 35, 32
4, None, None, Hunter, Lino, shortestChain, doubleDealing, 0, 1, 32, 35, 32
4, Delsie, shortestChain, Delsie, Bill, shortestChain, shortestChain, 0, 1, 32, 35, 32
4, Madusa, heuristic, Madusa, Cherelle, heuristic, doubleDealing, 0, 1, 32, 35, 32
4, Leticia, doubleDealing, Leticia, Susan, doubleDealing, heuristic, 0, 1, 33, 35, 31
4, Chara, doubleDealing, Chara, Lorretta, doubleDealing, shortestChain, 0, 1, 32, 35, 32
4, None, None, Rudolph, Andy, doubleDealing, heuristic, 0, 1, 32, 34, 33
4, None, None, Pat, Alice, shortestChain, heuristic, 0, 1, 32, 34, 33
4, None, None, Galen, Mitzie, shortestChain, shortestChain, 0, 1, 32, 34, 33
4, None, None, Laurence, Kermit, doubleDealing, doubleDealing, 0, 1, 32, 34, 33
4, Chanda, doubleDealing, Chanda, Shameka, doubleDealing, heuristic, 0, 1, 32, 34, 33
4, Sunny, heuristic, Sunny, Porter, heuristic, heuristic, 0, 1, 31, 34, 34
4, Milan, shortestChain, Milan, Mario, shortestChain, shortestChain, 0, 1, 31, 34, 34
4, None, None, Darlene, Roselia, doubleDealing, doubleDealing, 0, 1, 31, 34, 34
4, Audria, doubleDealing, Audria, Stacey, doubleDealing, doubleDealing, 0, 1, 31, 34, 34
4, Chastity, doubleDealing, Chastity, Bobby, doubleDealing, greedy, 0, 1, 31, 34, 34
5, Maura, shortestChain, Maura, Chastity, shortestChain, doubleDealing, 0, 0, 31, 34, 35
5, Alonso, heuristic, Alonso, Courtney, heuristic, shortestChain, 0, 0, 31, 35, 34
5, Leila, shortestChain, Leila, Bill, shortestChain, shortestChain, 0, 0, 32, 34, 34
5, Tyron, doubleDealing, Tyron, Tinisha, doubleDealing, heuristic, 0, 0, 32, 34, 34
5, Coleman, heuristic, Coleman, Garland, heuristic, heuristic, 0, 0, 31, 34, 35
5, Desmond, heuristic, Desmond, Hunter, heuristic, shortestChain, 0, 0, 31, 34, 35
5, Errol, heuristic, Errol, Lino, heuristic, doubleDealing, 0, 0, 32, 33, 35
5, Madusa, heuristic, Madusa, Susan, heuristic, doubleDealing, 0, 0, 33, 33, 34
5, Roselia, doubleDealing, Roselia, Sunny, doubleDealing, heuristic, 0, 0, 34, 33, 33
5, Artie, shortestChain, Artie, Merlin, shortestChain, doubleDealing, 0, 0, 33, 33, 34
5, Gerry, shortestChain, Gerry, Janelle, shortestChain, heuristic, 0, 0, 33, 34, 33
5, Milan, shortestChain, Milan, Lisa, shortestChain, doubleDealing, 0, 0, 32, 35, 33
5, Chin, shortestChain, Chin, Antonietta, shortestChain, heuristic, 0, 0, 32, 36, 32
5, Mario, shortestChain, Mario, Alfreda, shortestChain, shortestChain, 0, 0, 31, 37, 32
5, Elvera, shortestChain, Elvera, Leticia, shortestChain, doubleDealing, 0, 0, 31, 37, 32
5, Franklin, doubleDealing, Franklin, Lorretta, doubleDealing, doubleDealing, 0, 0, 31, 38, 31
5, None, None, Jerilyn, Sammy, heuristic, heuristic, 0, 0, 31, 38, 31
5, Marybelle, doubleDealing, Marybelle, Orlando, doubleDealing, doubleDealing, 0, 0, 31, 38, 31
5, None, None, Darlene, Robby, doubleDealing, heuristic, 0, 0, 31, 38, 31
5, Lynn, heuristic, Lynn, Raymundo, heuristic, heuristic, 0, 0, 31, 38, 31
5, Andres, heuristic, Andres, Joel, heuristic, shortestChain, 0, 0, 31, 38, 31
5, Mitzie, shortestChain, Mitzie, Rudolph, shortestChain, doubleDealing, 0, 0, 32, 37, 31
5, Chara, doubleDealing, Chara, Ernie, doubleDealing, shortestChain, 0, 0, 32, 38, 30
5, Ben, shortestChain, Ben, Shameka, shortestChain, doubleDealing, 0, 0, 32, 37, 31
5, None, None, Julian, Jewel, shortestChain, doubleDealing, 0, 0, 32, 38, 30
5, None, None, Andy, Merissa, heuristic, shortestChain, 0, 0, 32, 38, 30
5, Sean, shortestChain, Sean, Creola, shortestChain, doubleDealing, 0, 0, 32, 38, 30
5, Stacey, doubleDealing, Stacey, Dong, doubleDealing, doubleDealing, 0, 0, 32, 39, 29
5, Jerica, heuristic, Jerica, Lasandra, heuristic, shortestChain, 0, 0, 32, 39, 29
5, Jamey, shortestChain, Jamey, Haley, shortestChain, doubleDealing, 0, 0, 33, 38, 29
5, None, None, Bobby, Chanda, doubleDealing, doubleDealing, 0, 0, 33, 39, 28
5, Emerson, shortestChain, Emerson, Galen, shortestChain, shortestChain, 0, 0, 33, 39, 28
5, Delsie, shortestChain, Delsie, Kermit, shortestChain, doubleDealing, 0, 0, 33, 39, 28
5, None, None, Carson, Emelina, heuristic, shortestChain, 0, 0, 33, 40, 27
5, Sharmaine, shortestChain, Sharmaine, Fallon, shortestChain, doubleDealing, 0, 0, 33, 40, 27
5, Cupid, heuristic, Cupid, Eugene, heuristic, heuristic, 0, 0, 33, 41, 26
5, Jay, shortestChain, Jay, Ellyn, shortestChain, doubleDealing, 0, 0, 33, 41, 26
5, Maxine, doubleDealing, Maxine, Damion, doubleDealing, doubleDealing, 0, 0, 33, 42, 25
5, None, None, Sonny, Melissa, heuristic, heuristic, 0, 0, 33, 42, 25
5, None, None, Elva, Cherelle, heuristic, heuristic, 0, 0, 33, 42, 25
5, Kenyatta, heuristic, Kenyatta, Thurman, heuristic, shortestChain, 0, 0, 33, 42, 25
5, None, None, David, Jeremy, shortestChain, doubleDealing, 0, 0, 34, 41, 25
5, Audria, doubleDealing, Audria, Guadalupe, doubleDealing, heuristic, 0, 0, 34, 41, 25
5, Sachiko, doubleDealing, Sachiko, Celestine, doubleDealing, doubleDealing, 0, 0, 33, 41, 26
5, Magaly, doubleDealing, Magaly, Pat, doubleDealing, shortestChain, 0, 0, 33, 41, 26
5, Doloris, shortestChain, Doloris, Lashaun, shortestChain, shortestChain, 0, 0, 33, 40, 27
