Epoch, Winner, WinnerStrategy, Player, Opponent, playerStrategy, opponentStrategy, randomAmount, greedyAmount, heuristicsAmount
5, Errol, heuristic, Errol, Damion, heuristic, heuristic, 0, 1, 69
5, Dong, heuristic, Courtney, Dong, greedy, heuristic, 0, 1, 69
5, Ernie, heuristic, Guadalupe, Ernie, heuristic, heuristic, 0, 0, 70
5, Julian, heuristic, Julian, Hunter, heuristic, heuristic, 0, 0, 70
5, Sharmaine, heuristic, Sharmaine, Sammy, heuristic, heuristic, 0, 0, 70
5, Sonny, heuristic, Sonny, Alonso, heuristic, heuristic, 0, 0, 70
5, Kermit, heuristic, Rudolph, Kermit, heuristic, heuristic, 0, 0, 70
5, None, None, Emerson, Pat, heuristic, heuristic, 0, 0, 70
5, Galen, heuristic, Tyron, Galen, heuristic, heuristic, 0, 0, 70
5, Bill, heuristic, Leticia, Bill, heuristic, heuristic, 0, 0, 70
5, Desmond, heuristic, Yuonne, Desmond, heuristic, heuristic, 0, 0, 70
5, Robby, heuristic, Robby, Ben, heuristic, heuristic, 0, 0, 70
5, Mario, heuristic, Mario, Maura, heuristic, heuristic, 0, 0, 70
5, Tinisha, heuristic, Tinisha, Laurence, heuristic, heuristic, 0, 0, 70
5, Magan, heuristic, Carson, Magan, heuristic, heuristic, 0, 0, 70
5, Sean, heuristic, Eugene, Sean, heuristic, heuristic, 0, 0, 70
5, Merlin, heuristic, Merlin, Lorretta, heuristic, heuristic, 0, 0, 70
5, Susan, heuristic, Jeremy, Susan, heuristic, heuristic, 0, 0, 70
5, None, None, David, Raymundo, heuristic, heuristic, 0, 0, 70
5, Joel, heuristic, Thurman, Joel, heuristic, heuristic, 0, 0, 70
5, Kirby, heuristic, Lisa, Kirby, heuristic, heuristic, 0, 0, 70
5, Lino, heuristic, Lino, Fallon, heuristic, heuristic, 0, 0, 70
5, Franklin, heuristic, Franklin, Gerry, heuristic, heuristic, 0, 0, 70
5, Jewel, heuristic, Lynn, Jewel, heuristic, heuristic, 0, 0, 70
5, Earl, heuristic, Earl, Leila, heuristic, heuristic, 0, 0, 70
5, Milan, heuristic, Orlando, Milan, heuristic, heuristic, 0, 0, 70
5, Porter, heuristic, Garland, Porter, heuristic, heuristic, 0, 0, 70
5, Stacey, heuristic, Stacey, Sachiko, heuristic, heuristic, 0, 0, 70
5, None, None, Marta, Alice, heuristic, heuristic, 0, 0, 70
5, Janelle, heuristic, Janelle, Magaly, heuristic, heuristic, 0, 0, 70
5, Chanda, heuristic, Andres, Chanda, heuristic, heuristic, 0, 0, 70
5, Coleman, heuristic, Coleman, Haley, heuristic, heuristic, 0, 0, 70
5, Jamey, heuristic, Bobby, Jamey, heuristic, heuristic, 0, 0, 70
